datetime,lat,lon,alt,relative_alt,ground_speed,heading
2023-07-09 22:05:38,-35.363329,149.1647228,630.81,46.738,2.3681427321848654,289.17
2023-07-09 22:05:38,-35.3633195,149.1647276,631.37,47.293,1.4705441169852742,289.5
2023-07-09 22:05:38,-35.3633091,149.16473,629.76,45.689,4.2843902716722715,278.98
2023-07-09 22:05:38,-35.3632985,149.1647295,630.19,46.114,4.200583292829699,284.12
2023-07-09 22:05:38,-35.3632871,149.1647255,630.46,46.385,4.4949416014004,284.93
2023-07-09 22:05:38,-35.3632748,149.1647178,630.62,46.548,5.07141006032839,285.38
2023-07-09 22:05:38,-35.3632618,149.1647067,630.71,46.63,5.857951860505513,286.38
2023-07-09 22:05:38,-35.3632477,149.1646925,630.73,46.655,6.739094894716946,287.21
2023-07-09 22:05:38,-35.3632327,149.1646754,630.73,46.65,7.633636092976924,287.31
2023-07-09 22:05:38,-35.3632169,149.1646555,630.73,46.659,8.472319635141252,286.73
2023-07-09 22:05:38,-35.3632006,149.1646334,630.75,46.677,9.207062506576134,285.75
2023-07-09 22:05:38,-35.3631841,149.1646094,630.78,46.707,9.820030549850646,284.86
2023-07-09 22:05:38,-35.363168,149.1645842,630.85,46.778,10.323613708387194,284.36
2023-07-09 22:05:38,-35.3631517,149.1645594,630.8,46.722,10.624019954800536,283.83
2023-07-09 22:05:38,-35.3631356,149.164535,630.76,46.682,10.748716202412268,283.81
2023-07-09 22:05:38,-35.3631197,149.1645102,630.82,46.746,10.900137613810204,283.96
2023-07-09 22:05:38,-35.363104,149.1644844,631.01,46.937,11.147542330038492,284.12
2023-07-09 22:05:38,-35.3630887,149.1644564,631.3,47.229,11.509726321681153,284.2
2023-07-09 22:05:38,-35.3630735,149.1644265,631.7,47.623,11.922768134959263,284.15
2023-07-09 22:05:38,-35.363079,149.164378,632.18,48.107,12.746548552451365,277.08
2023-07-09 22:05:38,-35.3630635,149.1643364,632.77,48.696,13.260607075092754,277.89
2023-07-09 22:05:38,-35.3630476,149.1642998,633.45,49.376,13.829103369343942,281.72
2023-07-09 22:05:38,-35.3630323,149.1642664,638.27,54.198,14.408504433146419,285.01
2023-07-09 22:05:38,-35.3630155,149.1642354,641.73,57.655,14.935092902288892,284.54
2023-07-09 22:05:38,-35.3629985,149.1642076,643.09,59.011,14.824823776355657,284.86
2023-07-09 22:05:38,-35.3629832,149.1641839,643.26,59.189,13.733247977081023,285.46
2023-07-09 22:05:38,-35.3629695,149.1641621,643.15,59.078,12.698114033194063,285.16
2023-07-09 22:05:38,-35.3629558,149.1641398,643.09,59.014,12.207178216115302,284.37
2023-07-09 22:05:38,-35.3629409,149.1641153,643.15,59.073,12.23652319901368,283.64
2023-07-09 22:05:38,-35.3629248,149.1640886,643.31,59.232,12.554317982272075,283.42
2023-07-09 22:05:39,-35.3629076,149.1640604,643.54,59.461,12.912606243512576,283.82
2023-07-09 22:05:39,-35.3628899,149.1640316,643.79,59.717,13.230154949961848,284.44
2023-07-09 22:05:39,-35.3628718,149.1640026,644.06,59.988,13.455129133531198,284.8
2023-07-09 22:05:39,-35.3628538,149.1639737,644.33,60.259,13.55817096809153,284.75
2023-07-09 22:05:39,-35.3628358,149.1639451,644.61,60.536,13.632127493535263,284.5
2023-07-09 22:05:39,-35.3628176,149.1639164,644.88,60.802,13.732661795879196,284.7
2023-07-09 22:05:39,-35.3627992,149.1638878,645.12,61.045,13.859527408970337,285.97
2023-07-09 22:05:39,-35.3627808,149.1638593,645.33,61.253,13.897442210709135,288.61
2023-07-09 22:05:39,-35.3627619,149.163831,645.49,61.417,14.002646178490693,292.76
2023-07-09 22:05:39,-35.3627424,149.1638029,645.59,61.511,14.185943747245018,298.47
2023-07-09 22:05:39,-35.3627221,149.1637752,645.6,61.526,14.405891156051402,305.72
2023-07-09 22:05:39,-35.3627013,149.1637482,645.54,61.464,14.348644535286251,307.42
